condition,method,targets,mean_best_of_k_tm_like,mean_tm_like_regret,oracle_hit_rate,repeat
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,4
shuffled_group,group_calibrated_hybrid,10,0.12106014269258336,0.2037520511075575,0.1,5
shuffled_group,group_oracle_rate,10,0.18163232175120955,0.1431798720489313,0.0,5
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,5
shuffled_group,group_mean,10,0.10025303917546917,0.2245591546246717,0.0,5
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,5
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,5
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,5
shuffled_group,group_mean,10,0.21044364343756836,0.11436855036257247,0.2,6
shuffled_group,group_calibrated_hybrid,10,0.19966337666773298,0.12514881713240786,0.1,6
shuffled_group,group_oracle_rate,10,0.21621910212561407,0.10859309167452676,0.0,6
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,6
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,6
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,6
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,6
shuffled_group,group_oracle_rate,10,0.1418974143331087,0.18291477946703216,0.1,7
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,7
shuffled_group,group_mean,10,0.11026707626340974,0.21454511753673114,0.0,7
shuffled_group,group_calibrated_hybrid,10,0.10424805938692976,0.22056413441321113,0.0,7
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,7
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,7
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,7
shuffled_group,group_calibrated_hybrid,10,0.14004154762448867,0.18477064617565214,0.2,8
shuffled_group,group_mean,10,0.14704185567878778,0.17777033812135307,0.1,8
shuffled_group,group_oracle_rate,10,0.15930090032552563,0.16551129347461524,0.0,8
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,8
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,8
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,8
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,8
shuffled_group,group_oracle_rate,10,0.18172761282667435,0.1430845809734665,0.1,9
shuffled_group,group_mean,10,0.20617630402204085,0.1186358897781,0.0,9
shuffled_group,group_calibrated_hybrid,10,0.1405285579840446,0.18428363581609625,0.0,9
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,9
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,9
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,9
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,9
shuffled_group,group_oracle_rate,10,0.1313035796121801,0.19350861418796075,0.0,10
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,10
shuffled_group,group_calibrated_hybrid,10,0.10583476737522726,0.21897742642491358,0.0,10
shuffled_group,group_mean,10,0.08284672725755277,0.24196546654258805,0.0,10
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,10
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,10
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,10
shuffled_group,group_mean,10,0.1833693153065648,0.14144287849357604,0.0,11
shuffled_group,group_oracle_rate,10,0.11750130610196663,0.20731088769817424,0.0,11
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,11
